barcode	uuid	participant_code	sample_type_code	center_id	platform_id	platform_name	cna_value_id	chromosome	chr_start	chr_stop	num_mark	seg_mean
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	371	15	96800150	100286563	2576	0.0074
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	372	16	777	4420683	1849	0.0067
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	373	16	4425987	4427454	2	-1.5002
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	374	16	4427541	18631332	11175	0.01
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	375	16	18632348	18633537	2	1.3954
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	376	16	18634733	18774795	58	-0.0842
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	377	16	18778479	18782323	2	-2.0278
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	378	16	18789015	19711347	582	0.0013
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	379	16	19712522	19714984	4	-1.2561
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	380	16	19718951	21918489	1190	-3e-04
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	381	16	21922143	21932560	4	-1.2416
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	382	16	21934447	30554196	4937	-0.0027
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	383	16	30554774	30589388	7	-0.9817
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	384	16	30589877	32021193	578	-0.0055
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	385	16	32031832	32496123	73	0.3194
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	386	16	32496402	32496410	5	1.4975
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	387	16	32516775	33742820	199	0.3077
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	388	16	33744302	52015518	4997	0.0051
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	389	16	52026888	52027308	3	-1.7738
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	390	16	52027430	76929109	16760	-0.0034
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	391	16	76929941	76942239	16	-1.3754
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	392	16	76942266	78454588	1891	-0.0024
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	393	16	78454901	78455047	4	-1.3908
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	394	16	78455107	79223722	885	0.0085
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	395	16	79223889	79229930	3	-1.2636
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	396	16	79230205	83618218	4568	0.0179
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	397	16	83620290	83620616	2	-1.7009
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	398	16	83622586	84188521	369	0.0072
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	399	16	84195441	84213448	4	-1.215
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	400	16	84213859	86069378	1858	0.0284
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	401	16	86070627	86072038	2	-1.7313
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	402	16	86074926	88815036	1223	-0.0192
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	403	17	526	392912	192	0.0267
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	404	17	393223	405077	6	-0.9158
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	405	17	405379	614127	145	-0.0091
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	406	17	625241	630426	7	-0.612
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	407	17	636046	653924	9	0.0276
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	408	17	659882	660922	3	-2.2136
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	409	17	663209	23595066	13605	-0.0013
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	410	17	23598452	23607088	4	-1.3046
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	411	17	23608613	31460821	4716	-0.0034
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	412	17	31461241	31559764	45	-0.4962
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	413	17	31567456	33664392	1000	-0.006
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	414	17	33664566	33678457	4	-1.0415
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	415	17	33678831	36675234	1571	-0.0134
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	416	17	36676540	36684057	24	0.9314
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	417	17	36686250	39710219	1624	-0.0087
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	418	17	39710843	39713109	4	-1.2931
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	419	17	39716597	40930704	557	-0.002
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	420	17	40941539	41004287	5	0.9842
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	421	17	41004323	41544094	366	0.021
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	422	17	41544175	42139861	169	-0.4366
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	423	17	42140165	50981163	5396	-0.0083
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	424	17	50981645	50982239	3	-1.4672
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	425	17	50982484	59299181	4777	-0.0013
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	426	17	59307844	59338031	11	-0.7593
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	427	17	59342539	59959127	379	0.0122
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	428	17	59961953	59969148	4	-1.5469
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	429	17	59971152	62782836	1808	-0.0027
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	430	17	62786197	62787110	2	-1.6965
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	431	17	62787398	65866643	1912	0.0033
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	432	17	65868906	65870487	3	-1.262
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	433	17	65872156	73778600	5228	0.0124
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	434	17	73778664	73781682	3	-1.5606
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	435	17	73787468	75375359	860	0.0117
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	436	17	75380577	75384689	5	-0.7159
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	437	17	75384704	75538482	114	0.0225
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	438	17	75538500	75539259	4	-1.155
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	439	17	75542612	78643088	1399	0.007
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	440	18	1543	37423417	23746	-0.0748
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	441	18	37424101	37436750	6	-1.0985
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	442	18	37437200	76116029	27650	-0.0786
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	443	19	41910	16440900	7260	0.0071
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	444	19	16443020	16446084	3	-1.5157
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	445	19	16450750	17184530	389	-0.0354
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	446	19	17186250	17186861	2	-2.3711
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	447	19	17201400	63789666	22203	0.0042
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	448	20	9305	1500503	1200	0.012
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	449	20	1505190	1533109	62	-0.7624
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	450	20	1538257	12577981	8521	0.0056
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	451	20	12578720	12578804	3	-1.4755
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	452	20	12580043	21804333	7411	-6e-04
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	453	20	21806551	21815300	4	-1.1779
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	454	20	21823728	25509554	2801	0.0134
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	455	20	25510392	25521322	2	-1.4719
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	456	20	25521423	28076246	293	0.002
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	457	20	28078753	28119491	13	-0.8007
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	458	20	28119554	62386512	22666	0.0074
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	459	20	62425139	62426597	5	-2.331
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	460	21	9758742	9965425	36	-0.4703
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	461	21	9975295	29166748	11687	-0.0034
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	462	21	29172523	29172878	4	-1.3607
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	463	21	29173050	43776956	11220	0.0054
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	464	21	43781588	43792481	5	-0.4999
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	465	21	43795301	43797240	2	-2.2969
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	466	21	43798095	44481357	381	0.0032
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	467	21	44489758	44490033	2	-1.8035
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	468	21	44494057	46921385	1409	0.0108
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	469	22	14432528	16435605	848	-0.0204
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	470	22	16438748	16438885	2	-1.8055
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	471	22	16442891	18850610	1387	0.0107
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	472	22	18853346	18992706	4	-1.2951
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	473	22	19035775	19795835	703	-0.0196
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	474	22	19872615	20056510	15	-0.8402
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	475	22	20058120	20139185	10	0.0868
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	476	22	20145866	20175294	24	-0.4062
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	477	22	20175355	21551124	998	-0.0114
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	478	22	21551276	21552000	3	-1.8329
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	479	22	21552121	22573736	668	-5e-04
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	480	22	22574558	22575030	2	-1.5849
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	481	22	22579214	22601745	34	0.0062
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	482	22	22613016	22674422	34	-0.4869
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	483	22	22680529	22726814	19	0.8892
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	484	22	22731529	24181035	1039	-0.0124
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	485	22	24182941	24184788	2	-1.7528
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	486	22	24184879	35119390	8514	-7e-04
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	487	22	35123064	35137909	4	-1.4577
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	488	22	35138931	41227226	3437	-0.0081
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	489	22	41229384	41280435	25	0.6087
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	490	22	41285375	49581321	6214	0.0055
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	491	23	108477	4931915	1727	0.66
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	492	23	4932196	4932943	2	-0.9869
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	493	23	4936528	9014029	3252	0.6546
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	494	23	9015718	9018325	2	-0.8068
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	495	23	9021107	9335009	241	0.6408
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	496	23	9335308	9336235	3	-1.554
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	497	23	9344230	10545521	955	0.6475
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	498	23	10547220	10555418	4	-0.6658
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	499	23	10555454	12590351	1515	0.6401
TCGA-FZ-5921-11A-01D-1608-01	f6d9b97c-7e7b-4e9c-9150-0da4b5d068ad	5921	11	1	1	Genome_Wide_SNP_6	500	23	12595336	12596086	2	-0.933
